"id";"COMPOSIZIONE";"cl";"SEL";"ncol";"ccol";"nart";"Descrizione";"Collezione";"PRE";"PREC";"PRO";"PROC";"VEND";"VENDC";"LANC";"CONQ";"VA";"PIU";"DAOF";"FIL";"COL";"LF";"CQF";"VAS";"DAORDFINALE";"query per fronitore_PF";"MAGCF";"MAGC";"CLIENTE1";"ORDINE1";"CLIENTE2";"ORDINE2";"CLIENTE3";"ORDINE3";"CLIENTE4";"ORDINE4";"ORDTOT";"CARICA";"ORD";"ORM";"ORS";"RES";"OT";"SommaDiDAARR";"CARICAF";"ORDF";"ORMF";"ORSF";"RESF";"OTF";"DAARF";"clie";"Espr1";"cl2";"DAARFORN";"OTFORN";"CARICAFORN";"PV";"PPRO";"PPRE";"pv1";"ppre1"
"A5.FAC.006.B06MMFNC";"70%WO + 30%WS";"KALIQUE-CN";-1;8832547;"A5.FAC.006.B06";8832544;"70%wo 30%ws nm2/26";"MMFNC";855,02;1962,00;855,02;1962,00;855,02;1962,00;;;;0,00;856,02;"A5.FAC.006";"B06";0,00;0,00;0,00;3372,28;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"KALIQUE-CN";;;;830,11;830,11;830,11;830,11;830,11
"A5.FAC.006.EA3MMFNC";"70%WO + 30%WS";"KALIQUE-CN";-1;8832552;"A5.FAC.006.EA3";8832544;"70%wo 30%ws nm2/26";"MMFNC";1374,14;2112,00;1374,14;2112,00;1374,14;2112,00;;;;0,00;1375,14;"A5.FAC.006";"EA3";0,00;0,00;0,00;3372,28;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"KALIQUE-CN";;;;98,75;98,75;98,75;98,75;98,75
"A5.FAC.006.K25MMFNC";"70%WO + 30%WS";"KALIQUE-CN";-1;8832564;"A5.FAC.006.K25";8832544;"70%wo 30%ws nm2/26";"MMFNC";521,39;802,00;521,39;802,00;521,39;802,00;;;;0,00;522,39;"A5.FAC.006";"K25";0,00;0,00;0,00;3372,28;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"KALIQUE-CN";;;;123,24;123,24;123,24;123,24;123,24
"A5.FAC.006.M67MMFNC";"70%WO + 30%WS";"KALIQUE-CN";-1;8905113;"A5.FAC.006.M67";8832544;"70%wo 30%ws nm2/26";"MMFNC";607,37;1145,00;607,37;1145,00;607,37;1145,00;;;;0,00;608,37;"A5.FAC.006";"M67";0,00;0,00;0,00;3372,28;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"KALIQUE-CN";;;;57,58;57,58;57,58;57,58;57,58
"A5.FAC.006.N99MMFNC";"70%WO + 30%WS";"KALIQUE-CN";-1;8832570;"A5.FAC.006.N99";8832544;"70%wo 30%ws nm2/26";"MMFNC";9,35;1513,00;9,35;1513,00;9,35;1513,00;;;;0,00;10,35;"A5.FAC.006";"N99";0,00;0,00;0,00;3372,28;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"KALIQUE-CN";;;;9,07;9,07;9,07;9,07;9,07
"A5.FAC.007.N99MIBNC";"67%PA + 33%MZ";"SHI-KWAN";-1;8833474;"A5.FAC.007.N99";8833471;"Stardust nm1/200";"MIBNC";11,24;350,00;11,24;350,00;11,24;350,00;;;;0,00;12,24;"A5.FAC.007";"N99";0,00;0,00;0,00;13,56;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"SHI-KWAN";210,00;410,00;206,30;;;;;
"A5.FAC.007.NG2MIBNC";"67%PA + 33%MZ";"SHI-KWAN";-1;8833475;"A5.FAC.007.NG2";8833471;"Stardust nm1/200";"MIBNC";0,31;10,00;0,31;10,00;0,31;10,00;;;;0,00;1,31;"A5.FAC.007";"NG2";0,00;0,00;0,00;13,56;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"SHI-KWAN";210,00;410,00;206,30;;;;;
"A5.FAC.010.B12MIBNC";"70%WO + 30%SE";"GIADAFASHION";-1;8833477;"A5.FAC.010.B12";8833476;"70%wo 30%se nm2/60";"MIBNC";9,72;66,00;9,72;66,00;9,72;66,00;;;;0,00;10,72;"A5.FAC.010";"B12";0,00;0,00;0,00;10,72;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"GIADAFASHION";;;;;;;;
"A5.FAC.011.N99MORNC";"65%PL + 35%MZ";"SIGN";-1;8853326;"A5.FAC.011.N99";8845371;"Lurex nm1/120";"MORNC";0,99;121,00;0,90;110,00;0,59;72,00;;;;0,00;1,90;"A5.FAC.011";"N99";0,00;0,00;0,00;4,62;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"SIGN";;;;;;;;
"A5.FAC.011.NE8MORNC";"65%PL + 35%MZ";"SIGN";-1;8845372;"A5.FAC.011.NE8";8845371;"Lurex nm1/120";"MORNC";1,77;233,00;1,72;226,00;1,27;167,00;;;;0,00;2,72;"A5.FAC.011";"NE8";0,00;0,00;0,00;4,62;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"SIGN";;;;;;;;
"A5.FAC.015.B20MORNC";"100%VI";"CHONGFU";-1;8841953;"A5.FAC.015.B20";8841952;"Viscose nm2/30";"MORNC";95,11;506,00;88,50;473,00;68,99;366,00;;;;0,00;89,50;"A5.FAC.015";"B20";0,00;0,00;0,00;551,90;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"CHONGFU";;;;;;;;
"A5.FAC.015.M23MORNC";"100%VI";"CHONGFU";-1;8841954;"A5.FAC.015.M23";8841952;"Viscose nm2/30";"MORNC";305,85;1570,00;272,58;1398,00;205,96;1052,00;;;;0,00;273,58;"A5.FAC.015";"M23";0,00;0,00;0,00;551,90;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"CHONGFU";;;;;;;;
"A5.FAC.015.N99MORNC";"100%VI";"CHONGFU";-1;8903813;"A5.FAC.015.N99";8841952;"Viscose nm2/30";"MORNC";17,42;89,00;17,62;91,00;13,38;69,00;;;;0,00;18,62;"A5.FAC.015";"N99";0,00;0,00;0,00;551,90;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"CHONGFU";;;;;;;;
"A5.FAC.015.RB7MORNC";"100%VI";"CHONGFU";-1;8903814;"A5.FAC.015.RB7";8841952;"Viscose nm2/30";"MORNC";42,30;221,00;43,83;229,00;37,48;189,00;;;;0,00;44,83;"A5.FAC.015";"RB7";0,00;0,00;0,00;551,90;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"CHONGFU";;;;;;;;
"A5.FAC.015.UD1MORNC";"100%VI";"CHONGFU";-1;8903815;"A5.FAC.015.UD1";8841952;"Viscose nm2/30";"MORNC";111,84;585,00;105,58;552,00;84,63;440,00;;;;0,00;106,58;"A5.FAC.015";"UD1";0,00;0,00;0,00;551,90;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"CHONGFU";;;;;;;;
"A5.FAC.015.WG4MORNC";"100%VI";"CHONGFU";-1;8903816;"A5.FAC.015.WG4";8841952;"Viscose nm2/30";"MORNC";18,37;91,00;17,76;88,00;13,72;68,00;;;;0,00;18,76;"A5.FAC.015";"WG4";0,00;0,00;0,00;551,90;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"CHONGFU";;;;;;;;
"A5.FAC.026.B20MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841957;"A5.FAC.026.B20";8841956;"Modern nm 2/30";"MORNC";388,15;582,00;359,69;543,00;250,24;377,00;;;;0,00;360,69;"A5.FAC.026";"B20";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.BB2MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841958;"A5.FAC.026.BB2";8841956;"Modern nm 2/30";"MORNC";307,50;1131,00;274,71;1013,00;203,19;748,00;;;;0,00;275,71;"A5.FAC.026";"BB2";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.EC8MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841959;"A5.FAC.026.EC8";8841956;"Modern nm 2/30";"MORNC";95,84;184,00;90,51;174,00;58,62;113,00;;;;0,00;91,51;"A5.FAC.026";"EC8";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.M23MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841960;"A5.FAC.026.M23";8841956;"Modern nm 2/30";"MORNC";54,16;106,00;48,89;96,00;26,31;52,00;;;;0,00;49,89;"A5.FAC.026";"M23";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.N45MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841961;"A5.FAC.026.N45";8841956;"Modern nm 2/30";"MORNC";274,82;432,00;248,36;391,00;166,51;270,00;;;;0,00;249,36;"A5.FAC.026";"N45";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.RC2MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841963;"A5.FAC.026.RC2";8841956;"Modern nm 2/30";"MORNC";21,65;1149,00;21,79;1034,00;16,33;764,00;;;;0,00;22,79;"A5.FAC.026";"RC2";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.UD1MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841964;"A5.FAC.026.UD1";8841956;"Modern nm 2/30";"MORNC";1081,02;2707,00;966,89;2421,00;691,26;1754,00;;;;0,00;967,89;"A5.FAC.026";"UD1";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.026.WG4MORNC";"50%WO + 50%CO";"ZHONGDING";-1;8841965;"A5.FAC.026.WG4";8841956;"Modern nm 2/30";"MORNC";268,86;502,00;251,26;470,00;177,41;333,00;;;;0,00;252,26;"A5.FAC.026";"WG4";0,00;0,00;0,00;2270,12;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.030.B01MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833479;"A5.FAC.030.B01";8833478;"55%SE 45%WO nm2/60";"MIBNC";113,21;798,00;113,21;798,00;113,21;798,00;;;;0,00;114,21;"A5.FAC.030";"B01";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;;;;;
"A5.FAC.030.BS4MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833480;"A5.FAC.030.BS4";8833478;"55%SE 45%WO nm2/60";"MIBNC";20,88;145,00;20,88;145,00;20,88;145,00;;;;0,00;21,88;"A5.FAC.030";"BS4";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;;;;;
"A5.FAC.030.E69MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833481;"A5.FAC.030.E69";8833478;"55%SE 45%WO nm2/60";"MIBNC";281,02;2108,00;281,02;2108,00;281,02;2108,00;;;;0,00;282,02;"A5.FAC.030";"E69";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;26,57;26,57;26,57;26,57;26,57
"A5.FAC.030.EF2MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833482;"A5.FAC.030.EF2";8833478;"55%SE 45%WO nm2/60";"MIBNC";192,29;1399,00;192,29;1399,00;192,29;1399,00;;;;0,00;193,29;"A5.FAC.030";"EF2";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;186,69;186,69;186,69;186,69;186,69
"A5.FAC.030.I32MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833483;"A5.FAC.030.I32";8833478;"55%SE 45%WO nm2/60";"MIBNC";31,79;253,00;31,79;253,00;31,79;253,00;;;;0,00;32,79;"A5.FAC.030";"I32";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;30,86;30,86;30,86;30,86;30,86
"A5.FAC.030.N99MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833484;"A5.FAC.030.N99";8833478;"55%SE 45%WO nm2/60";"MIBNC";126,88;881,00;126,88;881,00;126,88;881,00;;;;0,00;127,88;"A5.FAC.030";"N99";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;;;;;
"A5.FAC.030.NG2MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833485;"A5.FAC.030.NG2";8833478;"55%SE 45%WO nm2/60";"MIBNC";29,67;210,00;29,67;210,00;29,67;210,00;;;;0,00;30,67;"A5.FAC.030";"NG2";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;;;;;
"A5.FAC.030.TC2MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833486;"A5.FAC.030.TC2";8833478;"55%SE 45%WO nm2/60";"MIBNC";16,52;123,00;16,52;123,00;16,52;123,00;;;;0,00;17,52;"A5.FAC.030";"TC2";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;16,04;16,04;16,04;16,04;16,04
"A5.FAC.030.U45MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833487;"A5.FAC.030.U45";8833478;"55%SE 45%WO nm2/60";"MIBNC";244,39;2090,00;244,39;2090,00;244,39;2090,00;;;;0,00;245,39;"A5.FAC.030";"U45";0,00;0,00;0,00;1065,68;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;237,27;237,27;237,27;237,27;237,27
"A5.FAC.031.E69MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8883576;"A5.FAC.031.E69";8833488;"55%SE 45%WO nm2/60 + sequins";"MIBNC";67,60;326,00;67,60;326,00;67,60;326,00;;;;0,00;68,60;"A5.FAC.031";"E69";0,00;0,00;0,00;745,30;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;65,63;65,63;65,63;65,63;65,63
"A5.FAC.031.I32MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833489;"A5.FAC.031.I32";8833488;"55%SE 45%WO nm2/60 + sequins";"MIBNC";90,29;456,00;90,29;456,00;90,29;456,00;;;;0,00;91,29;"A5.FAC.031";"I32";0,00;0,00;0,00;745,30;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;87,66;87,66;87,66;87,66;87,66
"A5.FAC.031.N99MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8883577;"A5.FAC.031.N99";8833488;"55%SE 45%WO nm2/60 + sequins";"MIBNC";91,55;483,00;91,55;483,00;91,55;483,00;;;;0,00;92,55;"A5.FAC.031";"N99";0,00;0,00;0,00;745,30;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;;;;;
"A5.FAC.031.NG2MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833490;"A5.FAC.031.NG2";8833488;"55%SE 45%WO nm2/60 + sequins";"MIBNC";87,23;454,00;87,23;454,00;87,23;454,00;;;;0,00;88,23;"A5.FAC.031";"NG2";0,00;0,00;0,00;745,30;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;;;;;
"A5.FAC.031.TC2MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8833491;"A5.FAC.031.TC2";8833488;"55%SE 45%WO nm2/60 + sequins";"MIBNC";355,37;1788,00;355,37;1788,00;355,37;1788,00;;;;0,00;356,37;"A5.FAC.031";"TC2";0,00;0,00;0,00;745,30;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;345,02;345,02;345,02;345,02;345,02
"A5.FAC.031.U45MIBNC";"55%SE + 45%WO";"WUXIFANCYLTD";-1;8883578;"A5.FAC.031.U45";8833488;"55%SE 45%WO nm2/60 + sequins";"MIBNC";47,23;227,00;47,23;227,00;47,23;227,00;;;;0,00;48,23;"A5.FAC.031";"U45";0,00;0,00;0,00;745,30;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WUXIFANCYLTD";;;;45,85;45,85;45,85;45,85;45,85
"A5.FAC.043.B04MA1NC";"100%WO";"GIADAFASHION";-1;8823332;"A5.FAC.043.B04";8823331;"100%wo nm4/200 + sequins";"MA1NC";11,24;59,00;10,09;53,00;8,19;43,00;;;;0,00;11,09;"A5.FAC.043";"B04";0,00;0,00;0,00;77,64;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"GIADAFASHION";;;;;;;;
"A5.FAC.043.N11MA1NC";"100%WO";"GIADAFASHION";-1;8823337;"A5.FAC.043.N11";8823331;"100%wo nm4/200 + sequins";"MA1NC";69,36;364,00;65,54;344,00;56,02;294,00;;;;0,00;66,54;"A5.FAC.043";"N11";0,00;0,00;0,00;77,64;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"GIADAFASHION";;;;;;;;
"A5.FAC.045.BB2MORNC";"80%VI + 20%PA";"WINNING";-1;8841967;"A5.FAC.045.BB2";8841966;"Natalie Bright nm1/30";"MORNC";77,00;457,00;70,55;418,00;46,64;276,00;;;;0,00;71,55;"A5.FAC.045";"BB2";0,00;0,00;0,00;109,84;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;;;;;
"A5.FAC.045.UD1MORNC";"80%VI + 20%PA";"WINNING";-1;8841971;"A5.FAC.045.UD1";8841966;"Natalie Bright nm1/30";"MORNC";17,85;107,00;16,35;98,00;9,01;54,00;;;;0,00;17,35;"A5.FAC.045";"UD1";0,00;0,00;0,00;109,84;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;;;;;
"A5.FAC.045.WG4MORNC";"80%VI + 20%PA";"WINNING";-1;8841972;"A5.FAC.045.WG4";8841966;"Natalie Bright nm1/30";"MORNC";21,68;112,00;19,94;103,00;13,94;72,00;;;;0,00;20,94;"A5.FAC.045";"WG4";0,00;0,00;0,00;109,84;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;;;;;
"A5.FAC.048.B34IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844910;"A5.FAC.048.B34";8844909;"Freedom 2/28nm";"IBLNC";321,65;1036,00;314,64;1016,00;236,34;756,00;;;;0,00;315,64;"A5.FAC.048";"B34";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.BA2IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844911;"A5.FAC.048.BA2";8844909;"Freedom 2/28nm";"IBLNC";140,36;966,00;135,61;929,00;100,96;686,00;;;;0,00;136,61;"A5.FAC.048";"BA2";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.ED4IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844912;"A5.FAC.048.ED4";8844909;"Freedom 2/28nm";"IBLNC";119,03;371,00;120,05;375,00;86,16;270,00;;;;0,00;121,05;"A5.FAC.048";"ED4";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.G49IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844913;"A5.FAC.048.G49";8844909;"Freedom 2/28nm";"IBLNC";38,32;125,00;40,26;130,00;29,94;98,00;;;;0,00;41,26;"A5.FAC.048";"G49";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.MB0IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844914;"A5.FAC.048.MB0";8844909;"Freedom 2/28nm";"IBLNC";284,54;1226,00;271,07;1166,00;190,92;821,00;;;;0,00;272,07;"A5.FAC.048";"MB0";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.N4DIBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844915;"A5.FAC.048.N4D";8844909;"Freedom 2/28nm";"IBLNC";496,47;1464,00;476,27;1411,00;340,61;1003,00;;;;0,00;477,27;"A5.FAC.048";"N4D";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.N99IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844916;"A5.FAC.048.N99";8844909;"Freedom 2/28nm";"IBLNC";179,40;634,00;179,18;633,00;126,52;446,00;;;;0,00;180,18;"A5.FAC.048";"N99";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.R23IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844917;"A5.FAC.048.R23";8844909;"Freedom 2/28nm";"IBLNC";61,93;225,00;59,98;218,00;44,61;162,00;;;;0,00;60,98;"A5.FAC.048";"R23";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.REAIBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844918;"A5.FAC.048.REA";8844909;"Freedom 2/28nm";"IBLNC";276,20;902,00;265,98;870,00;184,53;601,00;;;;0,00;266,98;"A5.FAC.048";"REA";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.T20IBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844919;"A5.FAC.048.T20";8844909;"Freedom 2/28nm";"IBLNC";140,63;417,00;137,44;408,00;96,12;286,00;;;;0,00;138,44;"A5.FAC.048";"T20";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.048.UGGIBLNC";"47%WO + 38%VI + 10%PA + 5%WS";"ZHONGDING";-1;8844920;"A5.FAC.048.UGG";8844909;"Freedom 2/28nm";"IBLNC";306,70;995,00;299,99;976,00;216,98;704,00;;;;0,00;300,99;"A5.FAC.048";"UGG";0,00;0,00;0,00;2311,51;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"ZHONGDING";;;;;;;;
"A5.FAC.054.EC0WEPNC";"83%VI + 17%PL";"WINNING";-1;8841976;"A5.FAC.054.EC0";8841973;"Elascose Dull nm 1/32";"WEPNC";1736,31;4111,00;1736,31;4111,00;1736,31;4111,00;;;;0,00;1737,31;"A5.FAC.054";"EC0";0,00;0,00;0,00;5537,55;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;1685,73;1685,73;1685,73;1685,73;1685,73
"A5.FAC.054.ED7WEPNC";"83%VI + 17%PL";"WINNING";-1;8841977;"A5.FAC.054.ED7";8841973;"Elascose Dull nm 1/32";"WEPNC";246,40;1869,00;246,40;1869,00;246,40;1869,00;;;;0,00;247,40;"A5.FAC.054";"ED7";0,00;0,00;0,00;5537,55;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;239,23;239,23;239,23;239,23;239,23
"A5.FAC.054.MH4WEPNC";"83%VI + 17%PL";"WINNING";-1;8841981;"A5.FAC.054.MH4";8841973;"Elascose Dull nm 1/32";"WEPNC";1699,07;4214,00;1699,07;4214,00;1699,07;4214,00;;;;0,00;1700,07;"A5.FAC.054";"MH4";0,00;0,00;0,00;5537,55;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;1649,59;1649,59;1649,59;1649,59;1649,59
"A5.FAC.054.N99WEPNC";"83%VI + 17%PL";"WINNING";-1;8841982;"A5.FAC.054.N99";8841973;"Elascose Dull nm 1/32";"WEPNC";1617,97;5476,00;1617,97;5476,00;1617,97;5476,00;;;;0,00;1618,97;"A5.FAC.054";"N99";0,00;0,00;0,00;5537,55;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;1570,84;1570,84;1570,84;1570,84;1570,84
"A5.FAC.054.UD1WEPNC";"83%VI + 17%PL";"WINNING";-1;8841987;"A5.FAC.054.UD1";8841973;"Elascose Dull nm 1/32";"WEPNC";232,78;876,00;232,78;876,00;232,78;876,00;;;;0,00;233,78;"A5.FAC.054";"UD1";0,00;0,00;0,00;5537,55;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"WINNING";;;;;;;;
