"id";"COMPOSIZIONE";"cl";"SEL";"ncol";"ccol";"nart";"Descrizione";"Collezione";"PRE";"PREC";"PRO";"PROC";"VEND";"VENDC";"LANC";"CONQ";"VA";"PIU";"DAOF";"FIL";"COL";"LF";"CQF";"VAS";"DAORDFINALE";"query per fronitore_PF";"MAGCF";"MAGC";"CLIENTE1";"ORDINE1";"CLIENTE2";"ORDINE2";"CLIENTE3";"ORDINE3";"CLIENTE4";"ORDINE4";"ORDTOT";"CARICA";"ORD";"ORM";"ORS";"RES";"OT";"SommaDiDAARR";"CARICAF";"ORDF";"ORMF";"ORSF";"RESF";"OTF";"DAARF";"clie";"Espr1";"cl2";"DAARFORN";"OTFORN";"CARICAFORN";"PV";"PPRO";"PPRE";"pv1";"ppre1"
"A5.FAC.509.BB0MP1NC";"65%VI + 35%PA";"YARNSCOLORS-MATP";-1;8829182;"A5.FAC.509.BB0";8829181;"Tiny FSC nm1/24";"MP1NC";582,35;1021,00;582,35;1021,00;582,35;1021,00;;;;0,00;583,35;"A5.FAC.509";"BB0";0,00;0,00;0,00;4644,01;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;565,39;565,39;565,39;565,39;565,39
"A5.FAC.509.N99MP1NC";"65%VI + 35%PA";"YARNSCOLORS-MATP";-1;8829183;"A5.FAC.509.N99";8829181;"Tiny FSC nm1/24";"MP1NC";1132,71;1853,00;1132,71;1853,00;1132,71;1853,00;;;;0,00;1133,71;"A5.FAC.509";"N99";0,00;0,00;0,00;4644,01;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1099,72;1099,72;1099,72;1099,72;1099,72
"A5.FAC.509.NC2MP1NC";"65%VI + 35%PA";"YARNSCOLORS-MATP";-1;8829184;"A5.FAC.509.NC2";8829181;"Tiny FSC nm1/24";"MP1NC";2646,04;4090,00;2646,04;4090,00;2646,04;4090,00;;;;0,00;2647,04;"A5.FAC.509";"NC2";0,00;0,00;0,00;4644,01;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.509.T17MP1NC";"65%VI + 35%PA";"YARNSCOLORS-MATP";-1;8829186;"A5.FAC.509.T17";8829181;"Tiny FSC nm1/24";"MP1NC";278,89;667,00;278,89;667,00;278,89;667,00;;;;0,00;279,89;"A5.FAC.509";"T17";0,00;0,00;0,00;4644,01;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.510.N99MIBNC";"65%VI + 35%PA";"YARNSCOLORS-MATP";-1;8833495;"A5.FAC.510.N99";8833492;"Tiny CS2434 nm1/24";"MIBNC";167,78;871,00;167,78;871,00;167,78;871,00;;;;0,00;168,78;"A5.FAC.510";"N99";0,00;0,00;0,00;168,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.514.B01MIBNC";"72%VI + 28%PL";"YARNSCOLORS-MATP";-1;8833498;"A5.FAC.514.B01";8833497;"Sunny C3208 nm2/50";"MIBNC";1517,34;2520,00;1517,34;2520,00;1517,34;2520,00;;;;0,00;1518,34;"A5.FAC.514";"B01";0,00;0,00;0,00;6593,00;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.514.ML2MIBNC";"72%VI + 28%PL";"YARNSCOLORS-MATP";-1;8909087;"A5.FAC.514.ML2";8833497;"Sunny C3208 nm2/50";"MIBNC";453,41;820,00;453,41;820,00;453,41;820,00;;;;0,00;454,41;"A5.FAC.514";"ML2";0,00;0,00;0,00;6593,00;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;440,20;440,20;440,20;440,20;440,20
"A5.FAC.514.N99MIBNC";"72%VI + 28%PL";"YARNSCOLORS-MATP";-1;8833501;"A5.FAC.514.N99";8833497;"Sunny C3208 nm2/50";"MIBNC";2122,36;3718,00;2122,36;3718,00;2122,36;3718,00;;;;0,00;2123,36;"A5.FAC.514";"N99";0,00;0,00;0,00;6593,00;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.514.UD9MIBNC";"72%VI + 28%PL";"YARNSCOLORS-MATP";-1;8833503;"A5.FAC.514.UD9";8833497;"Sunny C3208 nm2/50";"MIBNC";2495,89;4432,00;2495,89;4432,00;2495,89;4432,00;;;;0,00;2496,89;"A5.FAC.514";"UD9";0,00;0,00;0,00;6593,00;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;2423,19;2423,19;2423,19;2423,19;2423,19
"A5.FAC.518.BB6MMFNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8903821;"A5.FAC.518.BB6";8832603;"Retro C9995 nm2/68";"MMFNC";1714,16;7877,00;1714,16;7877,00;1714,16;7877,00;;;;0,00;1715,16;"A5.FAC.518";"BB6";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1664,23;1664,23;1664,23;1664,23;1664,23
"A5.FAC.518.H14MMFNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8832606;"A5.FAC.518.H14";8832603;"Retro C9995 nm2/68";"MMFNC";890,72;6037,00;890,72;6037,00;890,72;6037,00;;;;0,00;891,72;"A5.FAC.518";"H14";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;864,77;864,77;864,77;864,77;864,77
"A5.FAC.518.HG8MMFNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8832607;"A5.FAC.518.HG8";8832603;"Retro C9995 nm2/68";"MMFNC";1586,39;6037,00;1586,39;6037,00;1586,39;6037,00;;;;0,00;1587,39;"A5.FAC.518";"HG8";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1540,19;1540,19;1540,19;1540,19;1540,19
"A5.FAC.518.N99MIBNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8832610;"A5.FAC.518.N99";8832603;"Retro C9995 nm2/68";"MIBNC";187,07;901,00;187,07;901,00;187,07;901,00;;;;0,00;673,02;"A5.FAC.518";"N99";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.518.N99MMFNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8832610;"A5.FAC.518.N99";8832603;"Retro C9995 nm2/68";"MMFNC";484,94;1144,00;484,94;1144,00;484,94;1144,00;;;;0,00;673,02;"A5.FAC.518";"N99";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;470,82;470,82;470,82;470,82;470,82
"A5.FAC.518.P47MMFNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8832611;"A5.FAC.518.P47";8832603;"Retro C9995 nm2/68";"MMFNC";6,90;67,00;6,90;67,00;6,90;67,00;;;;0,00;7,90;"A5.FAC.518";"P47";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;6,70;6,70;6,70;6,70;6,70
"A5.FAC.518.Q53MMFNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8832612;"A5.FAC.518.Q53";8832603;"Retro C9995 nm2/68";"MMFNC";1,44;67,00;1,44;67,00;1,44;67,00;;;;0,00;2,44;"A5.FAC.518";"Q53";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1,40;1,40;1,40;1,40;1,40
"A5.FAC.518.UD9MIBNC";"62%VI + 38%PL";"YARNSCOLORS-MATP";-1;8833506;"A5.FAC.518.UD9";8832603;"Retro C9995 nm2/68";"MIBNC";623,80;735,00;623,80;735,00;623,80;735,00;;;;0,00;624,80;"A5.FAC.518";"UD9";0,00;0,00;0,00;5502,46;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;605,64;605,64;605,64;605,64;605,64
"A5.FAC.524.B09MA1NC";"90%VI + 10%PA";"YARNSCOLORS-MATP";-1;8823358;"A5.FAC.524.B09";8823357;"Madison HS0167 1/23";"MA1NC";7,77;148,00;7,35;140,00;7,09;135,00;;;;0,00;8,35;"A5.FAC.524";"B09";0,00;0,00;0,00;176,40;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.524.HH2MA1NC";"90%VI + 10%PA";"YARNSCOLORS-MATP";-1;8823362;"A5.FAC.524.HH2";8823357;"Madison HS0167 1/23";"MA1NC";133,27;220,00;126,26;216,00;82,97;144,00;;;;0,00;127,26;"A5.FAC.524";"HH2";0,00;0,00;0,00;176,40;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.524.MG1MA1NC";"90%VI + 10%PA";"YARNSCOLORS-MATP";-1;8823364;"A5.FAC.524.MG1";8823357;"Madison HS0167 1/23";"MA1NC";4,57;148,00;4,32;140,00;4,17;135,00;;;;0,00;5,32;"A5.FAC.524";"MG1";0,00;0,00;0,00;176,40;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.524.RD4MA1NC";"90%VI + 10%PA";"YARNSCOLORS-MATP";-1;8845707;"A5.FAC.524.RD4";8823357;"Madison HS0167 1/23";"MA1NC";5,61;22,00;6,13;24,00;4,85;19,00;;;;0,00;7,13;"A5.FAC.524";"RD4";0,00;0,00;0,00;176,40;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.524.SA8MA1NC";"90%VI + 10%PA";"YARNSCOLORS-MATP";-1;8823368;"A5.FAC.524.SA8";8823357;"Madison HS0167 1/23";"MA1NC";7,21;167,00;6,98;159,00;6,83;154,00;;;;0,00;7,98;"A5.FAC.524";"SA8";0,00;0,00;0,00;176,40;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.524.W4AMA1NC";"90%VI + 10%PA";"YARNSCOLORS-MATP";-1;8823370;"A5.FAC.524.W4A";8823357;"Madison HS0167 1/23";"MA1NC";19,85;218,00;19,35;209,00;14,29;181,00;;;;0,00;20,35;"A5.FAC.524";"W4A";0,00;0,00;0,00;176,40;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.530.BA7MORNC";"75%CO + 25%PA";"YARNSCOLORS-MATP";-1;8841994;"A5.FAC.530.BA7";8841993;"Loaf FY4420 1/26";"MORNC";84,99;1617,00;75,84;1444,00;56,53;1074,00;;;;0,00;76,84;"A5.FAC.530";"BA7";0,00;0,00;0,00;124,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.530.KH8MORNC";"75%CO + 25%PA";"YARNSCOLORS-MATP";-1;8903822;"A5.FAC.530.KH8";8841993;"Loaf FY4420 1/26";"MORNC";5,06;91,00;4,89;88,00;3,78;68,00;;;;0,00;5,89;"A5.FAC.530";"KH8";0,00;0,00;0,00;124,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.530.MA4MORNC";"75%CO + 25%PA";"YARNSCOLORS-MATP";-1;8841995;"A5.FAC.530.MA4";8841993;"Loaf FY4420 1/26";"MORNC";4,56;82,00;4,28;77,00;2,83;51,00;;;;0,00;5,28;"A5.FAC.530";"MA4";0,00;0,00;0,00;124,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.530.N99MORNC";"75%CO + 25%PA";"YARNSCOLORS-MATP";-1;8903823;"A5.FAC.530.N99";8841993;"Loaf FY4420 1/26";"MORNC";4,80;89,00;4,86;91,00;3,69;69,00;;;;0,00;5,86;"A5.FAC.530";"N99";0,00;0,00;0,00;124,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.530.RB7MORNC";"75%CO + 25%PA";"YARNSCOLORS-MATP";-1;8903824;"A5.FAC.530.RB7";8841993;"Loaf FY4420 1/26";"MORNC";14,57;288,00;13,76;272,00;10,49;206,00;;;;0,00;14,76;"A5.FAC.530";"RB7";0,00;0,00;0,00;124,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.530.UD1MORNC";"75%CO + 25%PA";"YARNSCOLORS-MATP";-1;8903825;"A5.FAC.530.UD1";8841993;"Loaf FY4420 1/26";"MORNC";15,93;300,00;15,14;286,00;12,81;241,00;;;;0,00;16,14;"A5.FAC.530";"UD1";0,00;0,00;0,00;124,78;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.536.BB6MMFNC";"83%VI + 17%PL";"YARNSCOLORS-MATP";-1;8832614;"A5.FAC.536.BB6";8832613;"Alfred C3916 nm 36000";"MMFNC";366,17;3641,00;366,17;3641,00;366,17;3641,00;;;;0,00;367,17;"A5.FAC.536";"BB6";0,00;0,00;0,00;650,86;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;355,50;355,50;355,50;355,50;355,50
"A5.FAC.536.N99MMFNC";"83%VI + 17%PL";"YARNSCOLORS-MATP";-1;8832615;"A5.FAC.536.N99";8832613;"Alfred C3916 nm 36000";"MMFNC";282,69;3159,00;282,69;3159,00;282,69;3159,00;;;;0,00;283,69;"A5.FAC.536";"N99";0,00;0,00;0,00;650,86;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;274,45;274,45;274,45;274,45;274,45
"A5.FAC.543.BB5E1MNC";"60%CO + 40%VI";"YARNSCOLORS-MATP";-1;8819744;"A5.FAC.543.BB5";8819743;"Gali SU CS3788 nm3/50";"E1MNC";2042,72;8111,00;2042,72;8111,00;2042,72;8111,00;;;;0,00;2043,72;"A5.FAC.543";"BB5";0,00;0,00;0,00;4370,98;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1248,88;1248,88;1248,88;1248,88;1248,88
"A5.FAC.543.GU3E1MNC";"60%CO + 40%VI";"YARNSCOLORS-MATP";-1;8819745;"A5.FAC.543.GU3";8819743;"Gali SU CS3788 nm3/50";"E1MNC";143,21;632,00;143,21;632,00;143,21;632,00;;;;0,00;144,21;"A5.FAC.543";"GU3";0,00;0,00;0,00;4370,98;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;135,74;135,74;135,74;135,74;135,74
"A5.FAC.543.K48E1MNC";"60%CO + 40%VI";"YARNSCOLORS-MATP";-1;8833983;"A5.FAC.543.K48";8819743;"Gali SU CS3788 nm3/50";"E1MNC";1234,78;4271,00;1234,78;4271,00;1234,78;4271,00;;;;0,00;1235,78;"A5.FAC.543";"K48";0,00;0,00;0,00;4370,98;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1151,61;1151,61;1151,61;1151,61;1151,61
"A5.FAC.543.NB6E1MNC";"60%CO + 40%VI";"YARNSCOLORS-MATP";-1;8819747;"A5.FAC.543.NB6";8819743;"Gali SU CS3788 nm3/50";"E1MNC";906,89;4764,00;906,89;4764,00;906,89;4764,00;;;;0,00;907,89;"A5.FAC.543";"NB6";0,00;0,00;0,00;4370,98;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;396,00;396,00;396,00;396,00;396,00
"A5.FAC.543.UC0E1MNC";"60%CO + 40%VI";"YARNSCOLORS-MATP";-1;8880011;"A5.FAC.543.UC0";8819743;"Gali SU CS3788 nm3/50";"E1MNC";38,36;250,00;38,36;250,00;38,36;250,00;;;;0,00;39,36;"A5.FAC.543";"UC0";0,00;0,00;0,00;4370,98;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;1,34;1,34;1,34;1,34;1,34
"A5.FAC.567.B98MMFNC";"55%CO + 45%VI";"YARNSCOLORS-MATP";-1;8832617;"A5.FAC.567.B98";8832616;"Enzo CS2289 nm 2/90";"MMFNC";615,34;2901,00;615,34;2901,00;615,34;2901,00;;;;0,00;616,34;"A5.FAC.567";"B98";0,00;0,00;0,00;1670,05;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;313,26;313,26;313,26;313,26;313,26
"A5.FAC.567.E01MMFNC";"55%CO + 45%VI";"YARNSCOLORS-MATP";-1;8832618;"A5.FAC.567.E01";8832616;"Enzo CS2289 nm 2/90";"MMFNC";493,46;1933,00;493,46;1933,00;493,46;1933,00;;;;0,00;494,46;"A5.FAC.567";"E01";0,00;0,00;0,00;1670,05;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;85,94;85,94;85,94;85,94;85,94
"A5.FAC.567.N99MMFNC";"55%CO + 45%VI";"YARNSCOLORS-MATP";-1;8832620;"A5.FAC.567.N99";8832616;"Enzo CS2289 nm 2/90";"MMFNC";558,24;2163,00;558,24;2163,00;558,24;2163,00;;;;0,00;559,24;"A5.FAC.567";"N99";0,00;0,00;0,00;1670,05;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;541,98;541,98;541,98;541,98;541,98
"A5.FAC.577.B06MORNC";"78%CO + 22%PA";"YARNSCOLORS-MATP";-1;8841996;"A5.FAC.577.B06";8823372;"Fendi FY4116 nm1/16";"MORNC";225,57;933,00;208,33;862,00;137,29;572,00;;;;0,00;209,33;"A5.FAC.577";"B06";0,00;0,00;0,00;1018,24;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;50,85;68,36;75,96;50,85;75,96
"A5.FAC.577.BA4MORNC";"78%CO + 22%PA";"YARNSCOLORS-MATP";-1;8844921;"A5.FAC.577.BA4";8823372;"Fendi FY4116 nm1/16";"MORNC";186,94;773,00;169,78;703,00;133,01;544,00;;;;0,00;170,78;"A5.FAC.577";"BA4";0,00;0,00;0,00;1018,24;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;155,59;222,70;237,60;133,01;186,94
"A5.FAC.577.HH2MA1NC";"78%CO + 22%PA";"YARNSCOLORS-MATP";-1;8823377;"A5.FAC.577.HH2";8823372;"Fendi FY4116 nm1/16";"MA1NC";80,68;431,00;72,22;386,00;48,30;258,00;;;;0,00;73,22;"A5.FAC.577";"HH2";0,00;0,00;0,00;1018,24;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.577.N99MA1NC";"78%CO + 22%PA";"YARNSCOLORS-MATP";-1;8823381;"A5.FAC.577.N99";8823372;"Fendi FY4116 nm1/16";"MA1NC";168,75;918,00;154,42;840,00;114,92;624,00;;;;0,00;480,25;"A5.FAC.577";"N99";0,00;0,00;0,00;1018,24;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.577.N99MORNC";"78%CO + 22%PA";"YARNSCOLORS-MATP";-1;8823381;"A5.FAC.577.N99";8823372;"Fendi FY4116 nm1/16";"MORNC";370,64;1348,00;324,83;1185,00;226,47;820,00;;;;0,00;480,25;"A5.FAC.577";"N99";0,00;0,00;0,00;1018,24;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.577.Z02MORNC";"78%CO + 22%PA";"YARNSCOLORS-MATP";-1;8841997;"A5.FAC.577.Z02";8823372;"Fendi FY4116 nm1/16";"MORNC";92,18;473,00;83,64;429,00;64,73;332,00;;;;0,00;84,64;"A5.FAC.577";"Z02";0,00;0,00;0,00;1018,24;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;59,59;70,87;78,02;59,59;78,02
"A5.FAC.588.K89MP1NC";"100%SE";"YARNSCOLORS-MATP";-1;8832625;"A5.FAC.588.K89";8832621;"Albany C4806 nm 3/140";"MP1NC";59,27;571,00;59,27;571,00;59,27;571,00;;;;0,00;60,27;"A5.FAC.588";"K89";0,00;0,00;0,00;60,27;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"YARNSCOLORS-MATP";34,71;113,00;72,69;;;;;
"A5.FAC.600.CS1ECRNC";"100%WV";"XINAO";-1;8854545;"A5.FAC.600.CS1";8823386;"Cashfeel RWS nm 2/48";"ECRNC";113,68;482,00;113,68;482,00;113,68;482,00;;;;0,00;114,68;"A5.FAC.600";"CS1";0,00;0,00;0,00;483,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
"A5.FAC.600.N99ECRNC";"100%WV";"XINAO";-1;8854546;"A5.FAC.600.N99";8823386;"Cashfeel RWS nm 2/48";"ECRNC";225,46;915,00;225,46;915,00;225,46;915,00;;;;0,00;226,46;"A5.FAC.600";"N99";0,00;0,00;0,00;483,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
"A5.FAC.600.U55ECRNC";"100%WV";"XINAO";-1;8854547;"A5.FAC.600.U55";8823386;"Cashfeel RWS nm 2/48";"ECRNC";141,34;579,00;141,34;579,00;141,34;579,00;;;;0,00;142,34;"A5.FAC.600";"U55";0,00;0,00;0,00;483,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
"A5.FAC.601.B20MMFNC";"100%WV";"XINAO";-1;8832626;"A5.FAC.601.B20";8829187;"Empire nm2/60";"MMFNC";2896,85;10582,00;2896,85;10582,00;2896,85;10582,00;;;;0,00;2897,85;"A5.FAC.601";"B20";0,00;0,00;0,00;7388,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;587,88;587,88;587,88;587,88;587,88
"A5.FAC.601.BB4IBLNC";"100%WV";"XINAO";-1;8829188;"A5.FAC.601.BB4";8829187;"Empire nm2/60";"IBLNC";14,16;99,00;15,60;108,00;11,25;78,00;;;;0,00;16,60;"A5.FAC.601";"BB4";0,00;0,00;0,00;7388,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
"A5.FAC.601.EC7MMFNC";"100%WV";"XINAO";-1;8832627;"A5.FAC.601.EC7";8829187;"Empire nm2/60";"MMFNC";541,31;2746,00;541,31;2746,00;541,31;2746,00;;;;0,00;542,31;"A5.FAC.601";"EC7";0,00;0,00;0,00;7388,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;9,60;9,60;9,60;9,60;9,60
"A5.FAC.601.ED2IBLNC";"100%WV";"XINAO";-1;8829189;"A5.FAC.601.ED2";8829187;"Empire nm2/60";"IBLNC";51,28;312,00;49,73;303,00;30,18;185,00;;;;0,00;50,73;"A5.FAC.601";"ED2";0,00;0,00;0,00;7388,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
"A5.FAC.601.I32IBLNC";"100%WV";"XINAO";-1;8829190;"A5.FAC.601.I32";8829187;"Empire nm2/60";"IBLNC";14,03;124,00;14,33;125,00;9,22;80,00;;;;0,00;15,33;"A5.FAC.601";"I32";0,00;0,00;0,00;7388,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
"A5.FAC.601.M29IBLNC";"100%WV";"XINAO";-1;8829191;"A5.FAC.601.M29";8829187;"Empire nm2/60";"IBLNC";125,62;819,00;124,87;813,00;83,10;544,00;;;;0,00;125,87;"A5.FAC.601";"M29";0,00;0,00;0,00;7388,50;0,00;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;"XINAO";289,35;1222,00;927,03;;;;;
